"","subject","node","timepoint","value"
"1",1,1,1,-1.34805998132078
"51",1,1,2,0.612326805014452
"101",1,1,3,0.394692688996314
"151",1,1,4,-2.71333948755049
"201",1,1,5,-1.1356187650872
"251",1,1,6,-1.72731978673221
"301",1,1,7,1.25021413760343
"351",1,1,8,-1.46039116394192
"401",1,1,9,-0.727789399110035
"451",1,1,10,2.95832504391526
"501",1,1,11,0.79385018785222
"551",1,1,12,-0.386116724663004
"601",1,1,13,1.2575155944158
"651",1,1,14,0.736799269753311
"701",1,1,15,-0.277456300357323
"751",1,1,16,0.91809928847283
"801",1,1,17,-0.992558774419538
"851",1,1,18,-3.3541658934678
"901",1,1,19,1.04507749222275
"951",1,1,20,0.763448340570318
"1001",1,1,21,-1.12162921264295
"1051",1,1,22,-1.7700433194286
"1101",1,1,23,-2.77972188438342
"1151",1,1,24,3.88083646569298
"1201",1,1,25,-1.06558612080001
"1251",1,1,26,1.29495775460259
"1301",1,1,27,-1.87992451681958
"1351",1,1,28,-0.28356778209299
"1401",1,1,29,-1.07305249879432
"1451",1,1,30,-1.28625383979706
"1501",1,1,31,-0.157515718601442
"1551",1,1,32,-0.558192640425823
"1601",1,1,33,-0.931686305291175
"1651",1,1,34,-0.100401501687724
"1701",1,1,35,0.768549058973328
"1751",1,1,36,-3.47069071935562
"1801",1,1,37,-1.1030275299453
"1851",1,1,38,-0.594427031842482
"1901",1,1,39,-2.64763423046718
"1951",1,1,40,-1.42525141209312
"2001",1,1,41,-1.04517986471549
"2051",1,1,42,-0.0368786626262643
"2101",1,1,43,-0.433669292472393
"2151",1,1,44,1.03009266895528
"2201",1,1,45,1.61023099255525
"2251",1,1,46,0.0143151179666024
"2301",1,1,47,2.13587656564836
"2351",1,1,48,-0.612721288509872
"2401",1,1,49,-0.953610046772496
"2451",1,1,50,0.269087072401919
"2501",1,1,51,0.509327118917084
"2551",1,1,52,-2.05259538666248
"2601",1,1,53,-1.09702054672377
"2651",1,1,54,0.88972858449553
"2701",1,1,55,2.8766511232332
"2751",1,1,56,1.30322673999462
"2801",1,1,57,-1.06169248230879
"2851",1,1,58,0.570086205750498
"2901",1,1,59,0.183702661968217
"2951",1,1,60,-1.12893958060755
"3001",1,1,61,-1.05299868342278
"3051",1,1,62,-0.827905934329582
"3101",1,1,63,-2.49563575475143
"3151",1,1,64,3.55662872209827
"3201",1,1,65,-0.835874407035775
"3251",1,1,66,-1.37520932302102
"3301",1,1,67,-0.595133311082632
"3351",1,1,68,0.126409125416599
"3401",1,1,69,-1.48898848304215
"3451",1,1,70,0.0810803998464301
"3501",1,1,71,-0.708939170911585
"3551",1,1,72,-4.23356956004737
"3601",1,1,73,-0.128721207813537
"3651",1,1,74,3.91789665873923
"3701",1,1,75,-0.337271872206911
"3751",1,1,76,2.58453695652292
"3801",1,1,77,-1.02485572211347
"3851",1,1,78,-1.09982608676894
"3901",1,1,79,1.17028692954101
"3951",1,1,80,2.78424316763282
"4001",1,1,81,-1.31390620688801
"4051",1,1,82,1.04933541457767
"4101",1,1,83,-0.774773293766194
"4151",1,1,84,5.01741768760832
"4201",1,1,85,-0.985692836231598
"4251",1,1,86,-4.91178130351032
"4301",1,1,87,1.49864697679992
"4351",1,1,88,-0.0860828705786956
"4401",1,1,89,-1.34374070004034
"4451",1,1,90,0.817275394703605
"4501",1,1,91,0.216244954818289
"4551",1,1,92,-0.138753220218235
"4601",1,1,93,-1.21200400780301
"4651",1,1,94,4.0140114568975
"4701",1,1,95,-3.83757500942245
"4751",1,1,96,-1.4380775364794
"4801",1,1,97,1.8540561212457
"4851",1,1,98,-2.86739517087307
"4901",1,1,99,-0.525700319469957
"4951",1,1,100,0.750402429741725
"5001",1,1,101,-1.07478486102023
"5051",1,1,102,-1.2044137211458
"5101",1,1,103,3.13349190663702
"5151",1,1,104,-0.0741434791198499
"5201",1,1,105,-1.45735439372291
"5251",1,1,106,1.07407868090659
"5301",1,1,107,-0.720964772585399
"5351",1,1,108,-3.16225493601318
"5401",1,1,109,-0.820111280237306
"5451",1,1,110,-0.534914542913933
"5501",1,1,111,-2.45986828138546
"5551",1,1,112,1.49068946382299
"5601",1,1,113,-1.0837145044205
"5651",1,1,114,-0.32292469837828
"5701",1,1,115,-1.26955280067678
"5751",1,1,116,-1.80151219720163
"5801",1,1,117,-1.25467779315742
"5851",1,1,118,-1.28587119299661
"5901",1,1,119,-0.465675518279476
"5951",1,1,120,0.596629718659806
"6001",1,1,121,-1.12934680905645
"6051",1,1,122,-1.10096869028057
"6101",1,1,123,-1.28402651579101
"6151",1,1,124,2.00801035208427
"6201",1,1,125,-0.893631213326096
"6251",1,1,126,-0.685928548595636
"6301",1,1,127,-0.439960485633077
"6351",1,1,128,-1.10676679519383
"6401",1,1,129,-0.634845792473259
"6451",1,1,130,-0.418936580319314
"6501",1,1,131,2.46959659463743
"6551",1,1,132,-1.36896337310007
"6601",1,1,133,-1.16461422163014
"6651",1,1,134,-0.945041023527302
"6701",1,1,135,-1.89737043795146
"6751",1,1,136,0.493525982406283
"6801",1,1,137,-0.966599880748383
"6851",1,1,138,-2.120679379201
"6901",1,1,139,-0.0102356684208539
"6951",1,1,140,0.173941585322082
"7001",1,1,141,-1.09012729581072
"7051",1,1,142,0.626532759159233
"7101",1,1,143,0.484510309650473
"7151",1,1,144,-1.75053486174566
"7201",1,1,145,-1.37395919565549
"7251",1,1,146,0.638763092081206
"7301",1,1,147,0.0660501013115879
"7351",1,1,148,2.07133027817942
"7401",1,1,149,0.977789593123024
"7451",1,1,150,0.191780969572303
"7501",1,1,151,-0.525099648701504
"7551",1,1,152,-2.45382625277236
"7601",1,1,153,-1.13241554961644
"7651",1,1,154,0.248905951843994
"7701",1,1,155,-0.967607772929297
"7751",1,1,156,-0.801158690078025
"7801",1,1,157,-0.790365547177403
"7851",1,1,158,-2.75568530606111
"7901",1,1,159,2.01838624637063
"7951",1,1,160,-0.586987028570466
"8001",1,1,161,-1.26297394169812
"8051",1,1,162,0.584708861243461
"8101",1,1,163,-0.676468580512506
"8151",1,1,164,-1.00498518326862
"8201",1,1,165,-1.18626886865072
"8251",1,1,166,-0.962532013921458
"8301",1,1,167,-0.0863138430538606
"8351",1,1,168,2.71103293271819
"8401",1,1,169,-0.873686039888931
"8451",1,1,170,1.07638786753616
"8501",1,1,171,-0.773881886240342
"8551",1,1,172,-1.07053187615836
"8601",1,1,173,-1.25505872708576
"8651",1,1,174,-0.877234713900744
"8701",1,1,175,-0.197232683626753
"8751",1,1,176,-2.82322759082146
"8801",1,1,177,-0.972834372904698
"8851",1,1,178,-1.68017807297627
"8901",1,1,179,-0.989225093119006
"8951",1,1,180,3.43722662744098
"9001",1,1,181,-0.680335593251428
"9051",1,1,182,2.05766487712626
"9101",1,1,183,1.9124680085296
"9151",1,1,184,0.64410915455473
"9201",1,1,185,-0.704379131793436
"9251",1,1,186,-0.826574260931922
"9301",1,1,187,0.31521681828487
"9351",1,1,188,-0.453573905652708
"9401",1,1,189,-0.985323186379921
"9451",1,1,190,-0.953149212478362
"9501",1,1,191,2.19704006488513
"9551",1,1,192,2.52146952476001
"9601",1,1,193,-1.35534315776482
"9651",1,1,194,-1.62925312268052
"9701",1,1,195,1.66123699654338
"9751",1,1,196,-4.99100720728109
"9801",1,1,197,1.36350783759789
"9851",1,1,198,-1.40526091309786
"9901",1,1,199,2.57077284129883
"9951",1,1,200,-0.635559483292569
"10001",1,2,1,-1.85486617236495
"10051",1,2,2,5.30504452289245
"10101",1,2,3,-3.63728878691013
"10151",1,2,4,-4.86027171794731
"10201",1,2,5,-1.77473465435126
"10251",1,2,6,1.98047734604112
"10301",1,2,7,-3.63315161118331
"10351",1,2,8,-0.446579285466086
"10401",1,2,9,-1.70921038643763
"10451",1,2,10,2.10325532710397
"10501",1,2,11,-1.82603335673071
"10551",1,2,12,-1.69270249103743
"10601",1,2,13,-0.722840647448974
"10651",1,2,14,-5.53338714680147
"10701",1,2,15,-4.49102050313647
"10751",1,2,16,3.11350403897867
"10801",1,2,17,-1.18218057222073
"10851",1,2,18,-2.46386323434731
"10901",1,2,19,-2.35175639259831
"10951",1,2,20,0.303391365589299
"11001",1,2,21,-1.75241605375909
"11051",1,2,22,-2.02261142682071
"11101",1,2,23,-1.30032077192127
"11151",1,2,24,0.960502902628986
"11201",1,2,25,-1.13325472925097
"11251",1,2,26,-1.91743817857268
"11301",1,2,27,3.37929792006309
"11351",1,2,28,2.44308440120583
"11401",1,2,29,-2.09571255795772
"11451",1,2,30,0.690860115214026
"11501",1,2,31,3.77494906941062
"11551",1,2,32,4.62710145983337
"11601",1,2,33,-1.57962641388851
"11651",1,2,34,-0.588035069277568
"11701",1,2,35,1.72378575001897
"11751",1,2,36,2.85642664317861
"11801",1,2,37,-1.65111998039451
"11851",1,2,38,-1.88405150484229
"11901",1,2,39,-1.69569296395243
"11951",1,2,40,1.62445562333225
"12001",1,2,41,0.195133066361512
"12051",1,2,42,2.22895420466703
"12101",1,2,43,0.693174886836408
"12151",1,2,44,1.28992200261841
"12201",1,2,45,0.969583663254593
"12251",1,2,46,-0.27404290546047
"12301",1,2,47,1.54910250566414
"12351",1,2,48,-1.78526211934814
"12401",1,2,49,-1.5904377985597
"12451",1,2,50,0.547345779709672
"12501",1,2,51,-0.319625003830541
"12551",1,2,52,4.18717018344344
"12601",1,2,53,-1.95605051242063
"12651",1,2,54,0.21771400391273
"12701",1,2,55,3.45249048898995
"12751",1,2,56,0.900296331034487
"12801",1,2,57,-1.40561673901501
"12851",1,2,58,-0.249092351798888
"12901",1,2,59,-0.361994489670888
"12951",1,2,60,-2.11226451195222
"13001",1,2,61,-1.53612839880619
"13051",1,2,62,-1.44279145597225
"13101",1,2,63,-1.29556612655196
"13151",1,2,64,2.91856780706747
"13201",1,2,65,-1.75581318866517
"13251",1,2,66,-1.09734482105583
"13301",1,2,67,-1.37763578388482
"13351",1,2,68,-0.136558010520658
"13401",1,2,69,-1.55562993339683
"13451",1,2,70,-0.482454761667404
"13501",1,2,71,-0.54748466491844
"13551",1,2,72,2.73756984129983
"13601",1,2,73,-1.75033309637938
"13651",1,2,74,3.36190853221203
"13701",1,2,75,-4.68197694018964
"13751",1,2,76,0.976724010163154
"13801",1,2,77,-1.53802882631482
"13851",1,2,78,3.06985427288824
"13901",1,2,79,-4.43035248367323
"13951",1,2,80,2.9920040896136
"14001",1,2,81,-1.42176428551334
"14051",1,2,82,3.84169094746754
"14101",1,2,83,-0.273849620946026
"14151",1,2,84,1.40136809465602
"14201",1,2,85,-1.59205496609557
"14251",1,2,86,-2.73104096133063
"14301",1,2,87,4.47235974314995
"14351",1,2,88,1.509112470398
"14401",1,2,89,-1.57488754382871
"14451",1,2,90,-0.530758135751461
"14501",1,2,91,-1.03427468421697
"14551",1,2,92,1.78067216368466
"14601",1,2,93,2.42086961578349
"14651",1,2,94,0.954280055274509
"14701",1,2,95,-6.12302488780068
"14751",1,2,96,0.259334792300274
"14801",1,2,97,-1.03885719467415
"14851",1,2,98,-1.28146737327286
"14901",1,2,99,-0.322269114275996
"14951",1,2,100,1.64027901382464
"15001",1,2,101,-1.76412298786794
"15051",1,2,102,2.01548981687169
"15101",1,2,103,1.67083180610776
"15151",1,2,104,-0.623980160414696
"15201",1,2,105,-1.65768161407765
"15251",1,2,106,-1.94522523085794
"15301",1,2,107,0.0292813251472091
"15351",1,2,108,-2.10990964503984
"15401",1,2,109,-1.44286269193841
"15451",1,2,110,-0.907951927756604
"15501",1,2,111,-0.0556459566951233
"15551",1,2,112,0.998524611024338
"15601",1,2,113,-1.92099052889589
"15651",1,2,114,-2.20407852741747
"15701",1,2,115,0.983470815266834
"15751",1,2,116,-1.46711701208017
"15801",1,2,117,-1.57028110275208
"15851",1,2,118,-0.746718127758831
"15901",1,2,119,-1.97571502483265
"15951",1,2,120,-0.47811594907072
"16001",1,2,121,-1.66522501627413
"16051",1,2,122,-2.14691395812137
"16101",1,2,123,-0.79755091181765
"16151",1,2,124,1.16239365554903
"16201",1,2,125,-2.19903121025065
"16251",1,2,126,-3.14553476084672
"16301",1,2,127,-0.500008470123976
"16351",1,2,128,-4.19323726484379
"16401",1,2,129,0.481596989414477
"16451",1,2,130,-0.0219713969672638
"16501",1,2,131,1.24896679770215
"16551",1,2,132,-2.58320379184694
"16601",1,2,133,-1.70060461781612
"16651",1,2,134,-0.804785072487044
"16701",1,2,135,-2.92129216175052
"16751",1,2,136,0.373883419217697
"16801",1,2,137,-1.50382346636425
"16851",1,2,138,-0.979709588664993
"16901",1,2,139,0.408059090545449
"16951",1,2,140,-0.220902580904282
"17001",1,2,141,-1.46428087612733
"17051",1,2,142,2.9542202805319
"17101",1,2,143,1.30928669886262
"17151",1,2,144,-0.322284187152111
"17201",1,2,145,-1.87195076337299
"17251",1,2,146,-1.10087222629849
"17301",1,2,147,2.8450110543239
"17351",1,2,148,-1.383017424755
"17401",1,2,149,-1.37767681765255
"17451",1,2,150,1.03826220312634
"17501",1,2,151,-0.372867817346071
"17551",1,2,152,0.586691984672261
"17601",1,2,153,-0.747961415697662
"17651",1,2,154,-2.35891262350669
"17701",1,2,155,-0.48066789994325
"17751",1,2,156,-0.350723723524246
"17801",1,2,157,-1.45185480050517
"17851",1,2,158,-0.191480480988837
"17901",1,2,159,0.71376196337263
"17951",1,2,160,0.246232497419864
"18001",1,2,161,-1.71965340136084
"18051",1,2,162,0.326421088182772
"18101",1,2,163,2.69502240259039
"18151",1,2,164,-0.857471685374543
"18201",1,2,165,-1.67485389500381
"18251",1,2,166,-3.57744927552616
"18301",1,2,167,0.660641929349846
"18351",1,2,168,0.140564952714098
"18401",1,2,169,0.242422937581403
"18451",1,2,170,2.31373067283171
"18501",1,2,171,-1.4060543425498
"18551",1,2,172,-1.95031850023265
"18601",1,2,173,-2.40464587608404
"18651",1,2,174,0.721788265088235
"18701",1,2,175,3.3799372352597
"18751",1,2,176,1.75829001634129
"18801",1,2,177,-2.07067711936725
"18851",1,2,178,-3.57381397318026
"18901",1,2,179,-0.944717364488032
"18951",1,2,180,1.06613024270417
"19001",1,2,181,-1.00968209661466
"19051",1,2,182,-1.83444284023155
"19101",1,2,183,0.388117305360994
"19151",1,2,184,-1.02268336991373
"19201",1,2,185,-1.33128110989181
"19251",1,2,186,-0.20868418496395
"19301",1,2,187,3.23855604657645
"19351",1,2,188,-0.135363318381581
"19401",1,2,189,-1.5971529362021
"19451",1,2,190,-2.80111552600217
"19501",1,2,191,-0.902758977610321
"19551",1,2,192,3.00155296366542
"19601",1,2,193,-1.75138190261899
"19651",1,2,194,-1.22585192100977
"19701",1,2,195,0.759436195736325
"19751",1,2,196,-2.44188576673429
"19801",1,2,197,-1.33065303537672
"19851",1,2,198,-0.876285100659899
"19901",1,2,199,0.64052402046349
"19951",1,2,200,2.66388039036046
"20001",1,3,1,-1.47944258384794
"20051",1,3,2,-0.0114142104284969
"20101",1,3,3,0.299748729882564
"20151",1,3,4,-1.27645578787301
"20201",1,3,5,-1.63837629175904
"20251",1,3,6,-0.010390819543182
"20301",1,3,7,-0.116647025800354
"20351",1,3,8,0.0159046142105027
"20401",1,3,9,-2.50932650617012
"20451",1,3,10,1.74984610879596
"20501",1,3,11,-1.94643393411894
"20551",1,3,12,-0.0438257968441932
"20601",1,3,13,-2.0177018424056
"20651",1,3,14,1.19606055322335
"20701",1,3,15,-0.169653781944078
"20751",1,3,16,-0.570416520464016
"20801",1,3,17,-1.6699325032011
"20851",1,3,18,-0.563566762927108
"20901",1,3,19,-1.99716882289999
"20951",1,3,20,4.51825536997884
"21001",1,3,21,-1.82674700094994
"21051",1,3,22,-2.69869863002445
"21101",1,3,23,-1.05863978650348
"21151",1,3,24,-0.877787034366942
"21201",1,3,25,-1.99951917498424
"21251",1,3,26,-0.771986240680393
"21301",1,3,27,1.28714743941273
"21351",1,3,28,0.827293481238905
"21401",1,3,29,-2.23011282341346
