"","subject","node","timepoint","value"
"1",1,1,1,-1.56302300605383
"51",1,1,2,0.264103815404751
"101",1,1,3,-0.567492039996298
"151",1,1,4,-2.55603403167846
"201",1,1,5,-1.71598088305115
"251",1,1,6,-2.29349416167679
"301",1,1,7,1.21931005095749
"351",1,1,8,-1.53039188241828
"401",1,1,9,1.10021077451941
"451",1,1,10,4.80098363653182
"501",1,1,11,-0.121034204812402
"551",1,1,12,-2.07366602125347
"601",1,1,13,1.27022159314636
"651",1,1,14,1.32099124363207
"701",1,1,15,-1.10676603480591
"751",1,1,16,0.198510996800573
"801",1,1,17,-1.13191452412065
"851",1,1,18,-3.96655223532244
"901",1,1,19,0.313122314483145
"951",1,1,20,1.15069590608088
"1001",1,1,21,-0.218063821793058
"1051",1,1,22,-3.09412235390578
"1101",1,1,23,-3.34481319906498
"1151",1,1,24,5.91612996103451
"1201",1,1,25,-1.67011105311332
"1251",1,1,26,-0.195060015540192
"1301",1,1,27,-1.40292530670978
"1351",1,1,28,-0.91298699809379
"1401",1,1,29,-0.491748925628707
"1451",1,1,30,-1.28741768116654
"1501",1,1,31,-0.675319810516634
"1551",1,1,32,-1.18834964857551
"1601",1,1,33,-0.780607606185307
"1651",1,1,34,-0.598455951417917
"1701",1,1,35,0.0907430478908415
"1751",1,1,36,-2.8438554538697
"1801",1,1,37,-0.501233080589577
"1851",1,1,38,-0.536581674543568
"1901",1,1,39,-3.22510111374219
"1951",1,1,40,-0.912231992235272
"2001",1,1,41,-0.43854077792238
"2051",1,1,42,-0.039120966006645
"2101",1,1,43,-0.223703953107898
"2151",1,1,44,2.39036665328692
"2201",1,1,45,1.22234389928146
"2251",1,1,46,0.0837232519801625
"2301",1,1,47,0.788162674917799
"2351",1,1,48,1.19426876548869
"2401",1,1,49,-1.75827605180537
"2451",1,1,50,0.488035295189193
"2501",1,1,51,1.31318761657104
"2551",1,1,52,-2.24666553357367
"2601",1,1,53,-0.472962992547215
"2651",1,1,54,1.95722407394341
"2701",1,1,55,4.07816582499636
"2751",1,1,56,1.5273658883475
"2801",1,1,57,-1.71363539503273
"2851",1,1,58,0.258324900973413
"2901",1,1,59,-0.361399361523255
"2951",1,1,60,-1.966937420813
"3001",1,1,61,0.407123944552668
"3051",1,1,62,0.642968788650457
"3101",1,1,63,-3.74844600118283
"3151",1,1,64,3.5489062066824
"3201",1,1,65,0.0552818083802992
"3251",1,1,66,-0.156451215614161
"3301",1,1,67,-0.615385579775235
"3351",1,1,68,-1.13974984287718
"3401",1,1,69,-1.18301325492979
"3451",1,1,70,-1.2785619874458
"3501",1,1,71,-1.96112001162457
"3551",1,1,72,-2.85350052701381
"3601",1,1,73,-0.155685478026518
"3651",1,1,74,3.14343257446751
"3701",1,1,75,-0.446765849863621
"3751",1,1,76,2.17598605395461
"3801",1,1,77,-1.55830101185181
"3851",1,1,78,-0.881361542719733
"3901",1,1,79,1.59098523368986
"3951",1,1,80,4.05204730840528
"4001",1,1,81,-1.83570650824024
"4051",1,1,82,0.201856167772149
"4101",1,1,83,0.0958515254441785
"4151",1,1,84,6.1259391418823
"4201",1,1,85,-0.29493535264107
"4251",1,1,86,-3.54102624752413
"4301",1,1,87,1.65537210778476
"4351",1,1,88,-0.445721006618146
"4401",1,1,89,-3.79060487171003
"4451",1,1,90,0.025063038407554
"4501",1,1,91,-0.466257018516078
"4551",1,1,92,-0.151210432055226
"4601",1,1,93,-0.371483372112448
