"","subject","node","timepoint","value"
"1",1,1,1,-1.24784653161619
"51",1,1,2,-0.334276601152642
"101",1,1,3,0.990163642035353
"151",1,1,4,-1.88472843665634
"201",1,1,5,-0.222817836349408
"251",1,1,6,0.630486666325611
"301",1,1,7,2.63895087472261
"351",1,1,8,1.13006599371848
"401",1,1,9,-1.70698006713177
"451",1,1,10,-0.429488379845959
"501",1,1,11,-0.00293091591174782
"551",1,1,12,-2.50566624341158
"601",1,1,13,0.432362151334326
"651",1,1,14,-1.39443883768286
"701",1,1,15,-1.93574933069964
"751",1,1,16,-0.136185688216179
"801",1,1,17,-0.424317047837017
"851",1,1,18,1.53076164533454
"901",1,1,19,2.01127513146109
"951",1,1,20,1.44168721472234
"1001",1,1,21,-1.22059349505194
"1051",1,1,22,0.67179468194565
"1101",1,1,23,0.265303519380311
"1151",1,1,24,1.83435718463633
"1201",1,1,25,-0.345926259287493
"1251",1,1,26,0.0613941003724917
"1301",1,1,27,0.627947154689727
"1351",1,1,28,0.880610622130158
"1401",1,1,29,-0.738560025945239
"1451",1,1,30,-3.47666547587712
"1501",1,1,31,-2.69759985676842
"1551",1,1,32,1.68940273917167
"1601",1,1,33,-0.821070533869578
"1651",1,1,34,1.31223115135917
"1701",1,1,35,4.50262451864702
"1751",1,1,36,1.03461820162087
"1801",1,1,37,-2.03466209734063
"1851",1,1,38,2.73211400901978
"1901",1,1,39,-1.54619416991013
"1951",1,1,40,-0.365588095753579
"2001",1,1,41,0.383358758521364
"2051",1,1,42,-1.82184072788131
"2101",1,1,43,-2.3769393527644
"2151",1,1,44,3.41544175441168
"2201",1,1,45,0.182875193878377
"2251",1,1,46,1.00059543189789
"2301",1,1,47,0.503278691037681
"2351",1,1,48,0.153683159752419
"2401",1,1,49,-0.00888604802188106
"2451",1,1,50,1.28853839220848
"2501",1,1,51,-1.63478689215704
"2551",1,1,52,-0.538262322098297
"2601",1,1,53,-1.6886707502744
"2651",1,1,54,0.17600735357615
"2701",1,1,55,-0.207672133645128
"2751",1,1,56,4.18055855827043
"2801",1,1,57,-0.931426439314614
"2851",1,1,58,-2.10963416439519
"2901",1,1,59,-1.46675827442753
"2951",1,1,60,-0.167333955955915
"3001",1,1,61,-0.890219010585267
"3051",1,1,62,-0.605315948284254
"3101",1,1,63,1.31574248593122
"3151",1,1,64,1.32860564359724
"3201",1,1,65,-1.32444166989141
"3251",1,1,66,-1.07747725447481
"3301",1,1,67,1.88602706208039
"3351",1,1,68,-1.98552358184468
"3401",1,1,69,-1.21600129778133
"3451",1,1,70,0.467053559290962
"3501",1,1,71,-0.181861466153299
"3551",1,1,72,-3.81567374600117
"3601",1,1,73,0.522803959084841
"3651",1,1,74,-1.74116707978827
"3701",1,1,75,-5.72868452619487
"3751",1,1,76,0.438164599734508
"3801",1,1,77,-2.61580942363046
"3851",1,1,78,2.78056974785918
"3901",1,1,79,2.35857855968043
"3951",1,1,80,-3.15673567290534
"4001",1,1,81,-1.36496611737297
"4051",1,1,82,-1.26353405482655
"4101",1,1,83,-0.850670100320747
"4151",1,1,84,2.86410810496731
"4201",1,1,85,-1.68509284673646
"4251",1,1,86,-1.87483180130215
"4301",1,1,87,0.793092823076064
"4351",1,1,88,-2.68452360268354
"4401",1,1,89,0.909634341188014
"4451",1,1,90,2.02817312064776
"4501",1,1,91,3.97627970564876
"4551",1,1,92,-1.03768415838053
"4601",1,1,93,-1.77501503548834
"4651",1,1,94,-1.7407893738152
"4701",1,1,95,1.08743940315485
"4751",1,1,96,0.753104609388499
"4801",1,1,97,-0.79392890051043
"4851",1,1,98,-0.938017771089443
"4901",1,1,99,1.31531862240584
"4951",1,1,100,-1.26698938904051
"5001",1,1,101,-1.97928261060501
"5051",1,1,102,0.959891105131917
"5101",1,1,103,-0.751422955803641
"5151",1,1,104,-2.64608045096557
"5201",1,1,105,-1.40280890349394
"5251",1,1,106,0.827001320952058
"5301",1,1,107,3.04811031496279
"5351",1,1,108,3.08509900221532
"5401",1,1,109,-1.79297766130233
"5451",1,1,110,-0.379051741561041
"5501",1,1,111,4.15847310419146
"5551",1,1,112,1.43990265999871
"5601",1,1,113,-1.77565041137142
"5651",1,1,114,1.17750496225551
"5701",1,1,115,0.942916505335393
"5751",1,1,116,0.0943870192504025
"5801",1,1,117,-1.27540981096663
"5851",1,1,118,0.628651191669162
"5901",1,1,119,-0.949530034310423
"5951",1,1,120,-1.27581801988078
"6001",1,1,121,-3.18797291860488
"6051",1,1,122,0.0667918511114892
"6101",1,1,123,-2.27489710795558
"6151",1,1,124,4.25603084918889
"6201",1,1,125,2.83333310050673
"6251",1,1,126,2.64877446020626
"6301",1,1,127,0.549516167813435
"6351",1,1,128,1.72967303720237
"6401",1,1,129,-1.85497276033371
"6451",1,1,130,-2.14931176158541
"6501",1,1,131,-0.323858805305151
"6551",1,1,132,0.797473150869026
"6601",1,1,133,-1.90631792170249
"6651",1,1,134,3.26483830286848
"6701",1,1,135,4.02909101733601
"6751",1,1,136,-0.0740646038452361
"6801",1,1,137,-0.0926952378443719
"6851",1,1,138,0.247555748898072
"6901",1,1,139,-0.973626626630602
"6951",1,1,140,-4.20210512799603
"7001",1,1,141,0.559997236101946
"7051",1,1,142,-0.177607434972637
"7101",1,1,143,-1.65199680703735
"7151",1,1,144,-3.58292765069108
"7201",1,1,145,0.00294038749699665
"7251",1,1,146,2.27973679134889
"7301",1,1,147,0.448194622758154
"7351",1,1,148,2.02839024979209
"7401",1,1,149,3.12006975243124
"7451",1,1,150,-0.107494683375358
"7501",1,1,151,-0.440554076797084
"7551",1,1,152,-1.87777258932062
"7601",1,1,153,-1.76975987270134
"7651",1,1,154,-2.83042806766186
"7701",1,1,155,0.223661851110517
"7751",1,1,156,2.61995825337848
"7801",1,1,157,-2.2758953040045
"7851",1,1,158,1.83632302807773
"7901",1,1,159,0.761508364327524
"7951",1,1,160,2.53208290608183
"8001",1,1,161,0.214552395708233
"8051",1,1,162,0.792924138566176
"8101",1,1,163,0.128070386588558
"8151",1,1,164,5.57306062536353
"8201",1,1,165,-1.33421423091114
"8251",1,1,166,2.67481202328796
"8301",1,1,167,-0.657509724023739
"8351",1,1,168,-0.124912783207667
"8401",1,1,169,-2.52508500417905
"8451",1,1,170,-5.51605709627708
"8501",1,1,171,1.56956351232464
"8551",1,1,172,-1.59632944309971
"8601",1,1,173,-1.78692859917935
"8651",1,1,174,-4.5619719329149
