"","subject","node","timepoint","value"
"1",1,1,1,-1.59361458145329
"51",1,1,2,-0.247415780011558
"101",1,1,3,-0.210131621805541
"151",1,1,4,-2.35090560182642
"201",1,1,5,-1.15274255153704
"251",1,1,6,-0.874598602035072
"301",1,1,7,0.951241199803513
"351",1,1,8,-1.63904671018532
"401",1,1,9,1.1342129382448
"451",1,1,10,4.10498515795187
"501",1,1,11,-0.318180570811103
"551",1,1,12,-1.61923061764266
"601",1,1,13,0.789794369692959
"651",1,1,14,0.263482547841165
"701",1,1,15,-0.822788364948095
"751",1,1,16,0.388947978656634
"801",1,1,17,-0.949144383655133
"851",1,1,18,-3.79206625903911
"901",1,1,19,-0.41846478822648
"951",1,1,20,2.1037827170716
"1001",1,1,21,-0.508473268057111
"1051",1,1,22,-2.51430988623266
"1101",1,1,23,-2.95643562059394
"1151",1,1,24,4.55030656920885
"1201",1,1,25,-1.4344386276164
"1251",1,1,26,-0.413531548665462
"1301",1,1,27,-1.25740420747115
"1351",1,1,28,-0.968059528190134
"1401",1,1,29,-0.549520661740027
"1451",1,1,30,-1.14962533521682
"1501",1,1,31,-0.522107238835139
"1551",1,1,32,-1.51945080963435
"1601",1,1,33,-0.724732701066161
"1651",1,1,34,-0.586081096043047
"1701",1,1,35,-0.572425784435765
"1751",1,1,36,-2.45753076154282
"1801",1,1,37,-0.488694620056138
"1851",1,1,38,-0.437089532836183
"1901",1,1,39,-2.62482168161533
"1951",1,1,40,-0.251712263130833
"2001",1,1,41,-0.106363842481611
"2051",1,1,42,-0.0145521224092835
"2101",1,1,43,-0.0213306275027582
"2151",1,1,44,2.15114707572728
"2201",1,1,45,0.626219909064097
"2251",1,1,46,0.164585660621969
"2301",1,1,47,0.893167663248447
"2351",1,1,48,0.506081905676221
"2401",1,1,49,-1.50121343995374
"2451",1,1,50,0.781873050940037
"2501",1,1,51,1.8661832582561
"2551",1,1,52,-1.49185924918944
"2601",1,1,53,-0.721097473044318
"2651",1,1,54,1.61744423934941
"2701",1,1,55,3.19025278769244
"2751",1,1,56,0.828505226515398
"2801",1,1,57,-1.28948352711565
"2851",1,1,58,0.335253678508822
"2901",1,1,59,-1.03880868945517
"2951",1,1,60,-0.863768695313917
"3001",1,1,61,0.336755517318195
"3051",1,1,62,0.483084787797534
"3101",1,1,63,-3.12183391690131
"3151",1,1,64,2.61117499677049
"3201",1,1,65,-0.192377204281719
"3251",1,1,66,-0.380873369980489
"3301",1,1,67,-0.884532466145102
"3351",1,1,68,-1.48249997970451
"3401",1,1,69,-0.977547699549137
"3451",1,1,70,-0.39416307506314
"3501",1,1,71,-1.65824917927238
"3551",1,1,72,-1.84760321082013
"3601",1,1,73,-0.436208584791576
"3651",1,1,74,2.33847375103006
"3701",1,1,75,-0.039215633152924
"3751",1,1,76,2.55119830484474
"3801",1,1,77,-1.61378211112949
"3851",1,1,78,-0.664718000621357
"3901",1,1,79,1.29195849204073
"3951",1,1,80,4.46682567510068
"4001",1,1,81,-1.52755227712041
"4051",1,1,82,-0.546720315287106
"4101",1,1,83,0.407755641912295
"4151",1,1,84,4.81160711218221
"4201",1,1,85,-0.994069256454863
"4251",1,1,86,-2.82780839033779
"4301",1,1,87,1.23104628252459
"4351",1,1,88,-0.386818891705562
"4401",1,1,89,-3.10678057179052
"4451",1,1,90,0.749002394975774
"4501",1,1,91,-1.56816035659245
"4551",1,1,92,-0.746562166438885
"4601",1,1,93,0.00194416598002295
"4651",1,1,94,2.0917431278856
"4701",1,1,95,-4.62404012012952
"4751",1,1,96,-2.3403320729405
"4801",1,1,97,1.04313377019779
"4851",1,1,98,-3.34845605800446
"4901",1,1,99,1.27456441884899
"4951",1,1,100,0.4751102445857
"5001",1,1,101,-1.06467603410938
"5051",1,1,102,-0.201960243979387
"5101",1,1,103,2.48775789668549
"5151",1,1,104,-1.48951725191598
"5201",1,1,105,-1.79563924712011
"5251",1,1,106,0.0386189974701708
"5301",1,1,107,-1.0400043688002
"5351",1,1,108,-2.79714297001885
"5401",1,1,109,-0.284203473619463
"5451",1,1,110,-0.248332875796303
"5501",1,1,111,-2.7445866230496
"5551",1,1,112,1.01058575919403
"5601",1,1,113,-1.53947910519871
"5651",1,1,114,-1.07361724420244
"5701",1,1,115,-1.1783503882909
"5751",1,1,116,-1.95890281855723
"5801",1,1,117,-1.26099538228543
"5851",1,1,118,0.275920999484014
"5901",1,1,119,-0.601833706710607
"5951",1,1,120,1.27454770198713
"6001",1,1,121,-0.850229363247288
"6051",1,1,122,-0.902743990497503
"6101",1,1,123,-1.13488230912098
"6151",1,1,124,0.273127873442032
"6201",1,1,125,-0.130430910558926
"6251",1,1,126,-1.8051074856669
"6301",1,1,127,-1.01099046405155
"6351",1,1,128,-2.56997126686785
"6401",1,1,129,-0.804236294232488
"6451",1,1,130,-1.07714737439676
"6501",1,1,131,2.04111489860043
"6551",1,1,132,-1.84949541060613
"6601",1,1,133,-0.758893904369424
"6651",1,1,134,-1.3444903449211
"6701",1,1,135,-1.54957346674848
"6751",1,1,136,0.997883981826643
"6801",1,1,137,-1.4923953068098
"6851",1,1,138,-2.1488803454556
"6901",1,1,139,0.0110763107631471
"6951",1,1,140,-0.0980278575485964
"7001",1,1,141,-0.223243958606674
"7051",1,1,142,-0.00450984776965463
"7101",1,1,143,-0.0577700574711211
"7151",1,1,144,-1.08002024830407
"7201",1,1,145,-0.488300340593102
"7251",1,1,146,0.854322669629042
"7301",1,1,147,0.308224165682813
"7351",1,1,148,0.990932433299036
"7401",1,1,149,0.286072016744909
"7451",1,1,150,0.466294764892512
"7501",1,1,151,-1.56019526526842
"7551",1,1,152,-1.6620747067605
"7601",1,1,153,-1.47481903321027
"7651",1,1,154,-1.42898379923616
"7701",1,1,155,-0.752914281844438
"7751",1,1,156,0.11489125998774
"7801",1,1,157,0.690774264919982
"7851",1,1,158,-1.89560648391558
"7901",1,1,159,0.837500252396964
"7951",1,1,160,-0.24895858415766
"8001",1,1,161,-0.332724510817957
"8051",1,1,162,-0.379349057997103
"8101",1,1,163,-1.01388323297743
"8151",1,1,164,0.968503212971416
"8201",1,1,165,-1.51327081347685
"8251",1,1,166,-0.221378525615916
"8301",1,1,167,-0.178041970670984
"8351",1,1,168,1.8050685020511
"8401",1,1,169,-1.34433207957023
"8451",1,1,170,0.98953307188728
"8501",1,1,171,-0.595439622661957
"8551",1,1,172,-1.45673705394922
"8601",1,1,173,-0.759399299853418
"8651",1,1,174,0.149940909893781
"8701",1,1,175,-0.114768327317504
"8751",1,1,176,-0.369775246333618
"8801",1,1,177,-0.0777329583103709
"8851",1,1,178,0.543406862900981
"8901",1,1,179,-0.529722836447651
"8951",1,1,180,4.16963618652219
"9001",1,1,181,0.581326467834979
"9051",1,1,182,2.35056540702359
"9101",1,1,183,0.635139052245298
"9151",1,1,184,-0.0733377847910539
"9201",1,1,185,-1.08122790586988
"9251",1,1,186,-0.751621574950744
"9301",1,1,187,0.375371022812457
"9351",1,1,188,-1.00662350019073
"9401",1,1,189,-1.57935392545872
"9451",1,1,190,-1.1483264733314
"9501",1,1,191,3.30748118337683
"9551",1,1,192,-0.208586184043712
"9601",1,1,193,-1.63849774359332
"9651",1,1,194,-2.07551030368446
"9701",1,1,195,2.93754899257494
"9751",1,1,196,-4.08717009556226
"9801",1,1,197,1.47763518346346
"9851",1,1,198,0.148636857716286
"9901",1,1,199,3.11712894974276
"9951",1,1,200,-0.574379193316578
"10001",1,2,1,-1.31534577708085
"10051",1,2,2,5.27294544371159
"10101",1,2,3,-3.14572526510913
"10151",1,2,4,-4.28387395937426
"10201",1,2,5,-0.305596268037016
"10251",1,2,6,-0.225070937393279
"10301",1,2,7,-4.30734750213441
"10351",1,2,8,0.109658206674151
"10401",1,2,9,-1.78104052142464
"10451",1,2,10,-0.169957142515778
"10501",1,2,11,-1.67451131480674
"10551",1,2,12,-0.62341015424941
"10601",1,2,13,-0.857291346942332
"10651",1,2,14,-5.26082439611897
"10701",1,2,15,-3.76104612726837
"10751",1,2,16,1.58490876451289
"10801",1,2,17,-0.612790388023632
"10851",1,2,18,-2.91726119954443
"10901",1,2,19,-1.44234190980871
"10951",1,2,20,2.25061754353221
"11001",1,2,21,-2.08654428271541
"11051",1,2,22,-1.06948491630065
"11101",1,2,23,0.164729973776653
"11151",1,2,24,2.18307033414275
"11201",1,2,25,-0.230036909575353
"11251",1,2,26,-2.10049897483194
"11301",1,2,27,3.56621968586229
"11351",1,2,28,3.53965966849092
"11401",1,2,29,-2.07682342443598
"11451",1,2,30,1.98910951322322
"11501",1,2,31,2.20133247146426
"11551",1,2,32,4.23097688315484
"11601",1,2,33,-0.77080075295342
"11651",1,2,34,-0.471752395412189
"11701",1,2,35,2.30018540449901
"11751",1,2,36,4.17751437563492
"11801",1,2,37,-1.67425028865718
"11851",1,2,38,-2.78284981686874
"11901",1,2,39,0.726153365708085
"11951",1,2,40,0.774691345424931
"12001",1,2,41,-0.21795607060453
"12051",1,2,42,1.07484032661123
"12101",1,2,43,0.326488470495077
"12151",1,2,44,2.52663515087392
"12201",1,2,45,-0.324498303920047
"12251",1,2,46,-1.06728163030926
"12301",1,2,47,1.30176779842881
"12351",1,2,48,-1.66541734023593
"12401",1,2,49,-1.24220828414738
"12451",1,2,50,-0.040492812238994
"12501",1,2,51,0.847195793450827
"12551",1,2,52,3.03265831336095
"12601",1,2,53,-2.58994975518967
"12651",1,2,54,0.737863798550726
"12701",1,2,55,3.14112485690313
"12751",1,2,56,0.900185921671593
"12801",1,2,57,-0.492391032238702
"12851",1,2,58,0.477688157733776
"12901",1,2,59,-0.275304192745345
"12951",1,2,60,-1.51712301168277
"13001",1,2,61,-0.80289866998236
"13051",1,2,62,-2.07678032574527
"13101",1,2,63,-0.651081596142292
"13151",1,2,64,2.64363320823616
"13201",1,2,65,-2.24806736140413
"13251",1,2,66,0.188565327744379
"13301",1,2,67,-0.766767030050522
"13351",1,2,68,-1.37978891410031
"13401",1,2,69,-0.824970300631633
"13451",1,2,70,-0.34962554717112
"13501",1,2,71,-1.66433937368768
"13551",1,2,72,2.82740865481935
"13601",1,2,73,-1.93074378153828
"13651",1,2,74,3.85323960566601
"13701",1,2,75,-4.09048118338489
"13751",1,2,76,1.40896986752675
"13801",1,2,77,-1.14834165676635
"13851",1,2,78,2.80495820051134
"13901",1,2,79,-3.47918672661941
"13951",1,2,80,3.60561257692572
"14001",1,2,81,-0.914762525765116
"14051",1,2,82,4.34099269920515
"14101",1,2,83,-1.57198901078237
"14151",1,2,84,1.95152017859905
"14201",1,2,85,-0.266103096059708
"14251",1,2,86,-1.03678063763454
"14301",1,2,87,2.98766486361524
"14351",1,2,88,1.19859905154274
"14401",1,2,89,-0.967788511445533
"14451",1,2,90,-0.349276220951393
"14501",1,2,91,-1.70989761205843
"14551",1,2,92,0.806128912218937
"14601",1,2,93,2.49642442688602
"14651",1,2,94,2.17706930515698
"14701",1,2,95,-6.24934888526704
"14751",1,2,96,0.958948660931846
"14801",1,2,97,0.357893741847833
"14851",1,2,98,-2.40156009394962
"14901",1,2,99,-1.49307723691604
"14951",1,2,100,0.441683195837152
"15001",1,2,101,-1.81498621367555
"15051",1,2,102,1.2429036422709
"15101",1,2,103,0.518131878399708
"15151",1,2,104,-0.567774943397472
"15201",1,2,105,-1.87635802841434
"15251",1,2,106,-2.93621483550504
"15301",1,2,107,0.433645167830681
"15351",1,2,108,-2.09258896349499
"15401",1,2,109,-0.893207901977309
"15451",1,2,110,-1.31580633531155
"15501",1,2,111,-0.176861172663893
"15551",1,2,112,0.899350251209654
"15601",1,2,113,-2.20977723508696
"15651",1,2,114,-2.02295900477006
"15701",1,2,115,0.218470370920958
"15751",1,2,116,-0.797427291835932
"15801",1,2,117,-1.13293728052934
"15851",1,2,118,-0.593292335469921
"15901",1,2,119,-2.49567941592516
"15951",1,2,120,-0.683886901869848
"16001",1,2,121,-2.3584567483561
"16051",1,2,122,-1.136055603797
"16101",1,2,123,-0.088134753915003
"16151",1,2,124,0.765879234721376
"16201",1,2,125,-2.74229885295734
"16251",1,2,126,-3.26991431630811
"16301",1,2,127,-1.72769868459796
"16351",1,2,128,-4.22384346635724
"16401",1,2,129,0.0185023371399969
"16451",1,2,130,-0.688078094695779
"16501",1,2,131,2.52578627382475
"16551",1,2,132,-2.4895409655594
"16601",1,2,133,-0.720664477158634
"16651",1,2,134,-0.232870219507621
"16701",1,2,135,-3.16164840056851
"16751",1,2,136,0.382480319410514
"16801",1,2,137,-1.36438832678876
"16851",1,2,138,-1.15964614042826
"16901",1,2,139,0.599511004551483
"16951",1,2,140,-0.657869855419658
"17001",1,2,141,-0.752598982320011
"17051",1,2,142,2.80793070086832
"17101",1,2,143,0.52440895701735
"17151",1,2,144,0.0663584965969257
"17201",1,2,145,-1.82941205584514
"17251",1,2,146,-1.42048417178558
"17301",1,2,147,2.34331250432182
"17351",1,2,148,-1.46243199105366
"17401",1,2,149,-1.50708045777816
"17451",1,2,150,0.607819129502196
"17501",1,2,151,0.278354273224534
"17551",1,2,152,1.00315176005257
"17601",1,2,153,-0.387740132837495
"17651",1,2,154,-1.54805174438873
"17701",1,2,155,-0.325369212470209
"17751",1,2,156,-0.820597376788142
"17801",1,2,157,-1.81528354512948
"17851",1,2,158,-1.75250542425743
"17901",1,2,159,0.238290006143457
"17951",1,2,160,-0.206030736455666
"18001",1,2,161,-0.77446448124293
"18051",1,2,162,0.578955472507871
"18101",1,2,163,1.3512086255279
"18151",1,2,164,-0.812777830733452
"18201",1,2,165,-2.52487565498239
"18251",1,2,166,-1.72532227592581
"18301",1,2,167,1.28504780658184
"18351",1,2,168,-0.0768767302908
"18401",1,2,169,0.254548366962446
"18451",1,2,170,0.167160808853953
"18501",1,2,171,-2.1766473460391
"18551",1,2,172,-0.45051094190974
"18601",1,2,173,-2.12980719144401
"18651",1,2,174,1.886244538065
"18701",1,2,175,2.131879085809
"18751",1,2,176,1.96352581817965
"18801",1,2,177,-3.02565389065762
"18851",1,2,178,-2.13283030646704
"18901",1,2,179,0.645397954502002
"18951",1,2,180,1.18271073080118
"19001",1,2,181,-0.643685799569417
"19051",1,2,182,-0.822081956911283
"19101",1,2,183,-0.0729141250245444
"19151",1,2,184,0.133032581563773
"19201",1,2,185,-1.55357284415869
"19251",1,2,186,-0.612722959024644
"19301",1,2,187,3.56363426744068
"19351",1,2,188,-0.671342483599449
"19401",1,2,189,-1.63807894907933
"19451",1,2,190,-2.85670481026967
"19501",1,2,191,-0.943383555231648
"19551",1,2,192,3.19168443232616
"19601",1,2,193,-2.12376837841124
"19651",1,2,194,0.158007852759705
"19701",1,2,195,0.199154902198658
"19751",1,2,196,-2.70023673715972
"19801",1,2,197,-1.38174845223926
"19851",1,2,198,-0.406482536804516
